platsfr;platsti;unespar;sparnr;bdl;kmfr;meterfr;bdl;kmti;meterti;spm;objnr;radie;Km+m;Km+m_ti
Rke;Kör;E;;490;117;512;490;117;568;56;27430;-1071;117,5120225;117,5678887
Nät;Nät;;3;943;117;549;943;117;565;16;25389;161;117,5487;117,56511
Smo;Smo;E;ö;303;117;555;303;117;595;40;4491;2250;117,555;117,595
Nät;Nät;;2;943;117;585;943;117;599;14;25386;971;117,58503;117,599077
Nät;Nät;;2;943;117;599;943;117;617;18;36049;370,847;117,599077;117,617469
Nät;Nät;E;1;943;117;618;943;117;670;52;14727;971;117,61799;117,6701
Tlg;Tlg;E;2;331;117;622;331;117;717;95;6021;444;117,6217;117,7167
Hy;Ist;E;;431;117;649;431;117;708;59;22370;-2225;117,6493065;117,7078267
Nät;Nät;E;1;943;117;726;943;117;804;78;14728;1588;117,7261;117,80441
Kat;Gun;E;;152;117;743;152;117;999;256;20946;-890;117,743;117,999
Hy;Ist;E;;431;117;770;431;117;878;109;22371;-937;117,7698267;117,8783475
Boa;Fra;E;;654;117;785;654;117;870;85;11682;-926;117,785;117,87
Våv;Dt;N;;349;117;787;349;118;606;819;28707;-3206,5;117,7872159;118,6060402
Våv;Dt;U;;349;117;787;349;118;605;817;28720;-3200;117,7872164;118,6045472
Smo;Smo;;1ö;303;117;822;303;118;156;332;18300;-884;117,822423;118,155572
Smo;Smo;E;ö;303;117;838;303;118;161;322;4492;-890;117,838;118,160977
Ros;Htg;E;;153;117;850;153;117;900;50;2080;-510;117,85;117,9
Nät;Nät;E;1;943;117;863;943;118;63;201;14729;739;117,86341;118,06301
Smu;Lrd;E;;742;117;888;742;117;916;28;12393;1007;117,888;117,916
Ors;Ors;;2;265;117;898;265;117;926;28;31957;-405;117,898;117,926
Rke;Kör;E;;490;117;917;490;117;967;50;27431;35000;117,9167029;117,9668546
Ors;Ors;;2;265;117;951;265;117;985;34;31958;-785;117,951;117,985
Ors;Ors;;2;265;118;5;265;118;20;15;34866;-485;118,005;118,02
Mkl;Dl;E;;621;118;23;621;118;153;130;10483;584;118,0229;118,1529
Nät;Gua;E;;943;118;63;943;118;110;47;14729;739;118,06301;118,11041
Smu;Lrd;E;;742;118;127;742;118;205;78;12394;-2102;118,127;118,205
Hy;Ist;E;;431;118;200;431;118;269;69;22372;-1275;118,2002761;118,2689227
Uf;Uf;;14;262;118;203;262;118;388;185;33030;-997;118,203;118,388
Kat;Gun;E;;152;118;240;152;118;280;40;20947;485;118,24;118,28
Ros;Htg;E;;153;118;345;153;118;414;69;2081;1024;118,345;118,414
Tlg;Tlg;E;2;331;118;348;331;118;440;92;6022;476;118,3478;118,4397
Rke;Kör;E;;490;118;371;490;118;647;277;27432;-1416;118,3706909;118,64725
Uf;Löb;E;;261;118;403;261;118;576;173;2856;563;118,403;118,576
Skrt;Brö;E;;327;118;429;327;118;464;35;9148;-644;118,428604;118,463718
Vk;Vk;E;1;845;118;431;845;118;502;71;22982;505;118,431;118,502
Smo;Smo;;1ö;303;118;445;303;118;502;58;18301;1065;118,444872;118,5023724
Nkr;Mos;E;;161;118;450;161;118;900;450;34918;-700;118,45;118,9
Stlv;Stlv;E;;552;118;490;552;118;535;45;22534;1096;118,49;118,5354502
Mkl;Dl;E;;621;118;509;621;118;553;44;10484;609;118,5089;118,5529899
Vk;Vk;E;1;845;118;525;845;118;543;18;22983;202;118,525;118,543
Stlv;Håp;E;;552;118;535;552;118;790;255;22534;1096;118,5354502;118,79
Dl;Dl;E;3;621;118;553;621;118;602;49;10484;609;118,5529897;118,6018998
Vk;Vk;E;1;845;118;557;845;118;569;12;30460;4780,81;118,557115;118,5686549
Vk;Vk;E;1;845;118;569;845;118;588;19;30460;4780,81;118,5686549;118,588115
Vk;Vk;;3;845;118;571;845;118;577;6;22985;3570;118,5714;118,577
Vk;Vk;E;1;845;118;588;845;118;621;33;30461;350;118,588115;118,621115
Vk;Vk;;3;845;118;594;845;118;610;16;22986;391;118,594;118,61
Möa;Bg;E;;832;118;620;832;118;801;180;13870;1089;118,6203;118,8005996
Vk;Vk;;3;845;118;622;845;118;659;37;22990;226;118,622;118,659
Vk;Vk;;2;845;118;655;845;118;683;29;30463;208;118,654514;118,683346
Vk;Vk;E;1;845;118;659;845;118;718;59;30462;200;118,659115;118,718115
Vk;Vk;;2;845;118;683;845;118;747;64;30464;1248;118,683346;118,746928
Tlg;Tlg;E;2;331;118;726;331;118;761;35;6023;-746;118,726;118,761
Vk;Vk;;2;845;118;747;845;118;777;30;30466;2645,5;118,746928;118,7765509
Smu;Lrd;E;;742;118;756;742;118;922;166;12395;-3770;118,756;118,922
Smo;Smo;E;ö;303;118;767;303;119;35;269;4493;786;118,766877;119,03501
Vk;Vk;;2;845;118;777;845;118;790;13;30466;2645,5;118,7765509;118,79
Rft;Sdr;E;;732;118;777;732;118;847;70;12829;584;118,777;118,847
Nät;Gua;E;;943;118;808;943;119;119;311;14730;-444;118,80842;119,119404
Lme;Grm;E;;721;118;831;721;119;121;290;24129;1950;118,8307021;119,1211104
Sde;Sde;N;2;414;118;843;414;118;905;62;28048;-6354;118,8428561;118,9049871
Ros;Htg;E;;153;118;870;153;118;940;70;2082;942;118,87;118,94
Uf;Uf;;14;262;118;890;262;119;15;137;33031;288;118,89;119,015
Skrt;Brö;E;;327;118;916;327;118;951;35;9149;-663;118,916133;118,951133
Kat;Gun;E;;152;118;953;152;119;46;92;1864;2500;118,953;119,046
Boa;Fra;E;;654;118;960;654;119;119;160;11683;835;118,96;119,1191997
Ist;Ist;E;2;431;118;984;431;119;20;36;22373;1100;118,9842952;119,0197643
Dl;Dl;E;3;621;119;11;621;119;40;29;10485;-1338;119,0109;119,0399
Nkr;Mos;E;;161;119;20;161;119;279;259;2136;500;119,02;119,279
Sde;Sde;N;2;414;119;29;414;119;151;122;28049;6400;119,029123;119,1513317
Smo;Hly;E;;235;119;35;235;119;205;170;4493;786;119,03501;119,20518
Uf;Löb;E;;261;119;56;261;119;416;360;2857;500;119,056;119,416
Dl;Dl;E;3;621;119;101;621;119;140;39;10486;1128;119,1009;119,1399
Rke;Kör;E;;490;119;141;490;119;448;307;27433;568;119,1409493;119,4483632
Ist;Ist;;1;431;119;273;431;119;306;33;22548;300;119,2732;119,3064
Ros;Htg;E;;153;119;360;153;119;700;340;2083;-746;119,36;119,7
Sro;Hf;E;;841;119;382;841;119;419;37;13972;640;119,3820005;119,4190005
Sde;Sde;N;2;414;119;405;414;119;460;55;28050;-9600;119,4054427;119,4604657
Nät;Gua;E;;943;119;447;943;119;473;26;14731;-770;119,44738;119,47309
Dl;Dl;E;3;621;119;454;621;119;488;34;10487;751;119,4539;119,4879
Tlg;Rv;E;;331;119;512;331;119;794;282;6024;-777;119,512;119,794
He;He;N;2;627;119;539;627;119;650;111;21427;-3745,5;119,539446;119,650138
He;He;U;1;627;119;540;627;119;651;111;21420;-3750;119,539503;119,650579
Ist;Ist;E;2;431;119;545;431;119;580;35;22374;-100000;119,5451632;119,580101
Dl;Dl;E;3;621;119;575;621;119;617;42;10488;285;119,5749;119,6169
Nkr;Mos;E;;161;119;580;161;120;240;660;2137;-1000;119,58;120,24
Uf;Löb;E;;261;119;592;261;119;837;245;2858;-490;119,592;119,837
Nät;Gua;E;;943;119;628;943;119;689;61;14732;765;119,62809;119,68919
Lme;Grm;E;;721;119;654;721;119;919;266;24130;-2336;119,6536;119,9192783
Fra;Fra;E;2;654;119;670;654;119;750;80;11684;3826;119,67;119,75
Smo;Hly;E;;235;119;690;235;119;905;215;4494;976;119,69007;119,905342
Sde;Sde;U;1;414;119;740;414;119;810;70;24006;-70000;119,74;119,81
Fra;Fra;E;2;654;119;805;654;119;840;35;11685;-3501;119,805;119,839755
Bg;Bg;E;2;832;119;809;832;119;903;93;13871;-590;119,8094004;119,9028003
Sde;Sde;U;1;414;119;810;414;119;880;70;24010;70000;119,81;119,88
Nät;Gua;E;;943;119;830;943;119;865;35;14733;-1081;119,83019;119,8647
Fra;Fra;E;2;654;119;840;654;119;890;50;11685;-3501;119,8397548;119,8899998
Rft;Sdr;E;;732;119;845;732;119;957;112;12830;-864;119,845;119,957
Dl;Hlv;E;;621;119;863;621;119;930;67;10489;-445;119,8629;119,9299
Ist;Ist;E;2;431;119;884;431;119;922;38;22375;80000;119,8838912;119,9223677
Bg;Bg;;1;832;119;922;832;120;73;145;36424;-590;119,9222781;120,0725
Ist;Ist;;1;431;119;940;431;119;979;39;22549;350;119,9401;119,9789099
Bg;Bg;E;2;832;119;958;832;120;57;96;24785;-400;119,9578;120,056944
Ros;Htg;E;;153;119;977;153;120;390;412;2084;-400;119,977;120,39
He;Bp;N;;627;119;990;627;120;438;448;21428;2004,5;119,990012;120,437584
He;Bp;U;;627;119;990;627;120;436;446;21421;2000;119,990182;120,436385
Rke;Kör;E;;490;120;42;490;120;96;55;27434;-10000;120,0418034;120,0964786
Lme;Grm;E;;721;120;82;721;120;112;30;24131;-30000;120,0824;120,1124189
Dl;Hlv;E;;621;120;133;621;120;240;107;10490;486;120,1334398;120,24044
Sro;Hf;E;;841;120;134;841;120;224;90;13973;-630;120,1342012;120,2242012
Uf;Löb;E;;261;120;197;261;120;828;631;2859;-1880;120,197;120,828
Dt;Dt;U;2;349;120;205;349;120;279;74;17305;13000;120,205;120,279
Smo;Hly;E;;235;120;215;235;120;256;42;33092;-99000;120,214572;120,256263
Fra;Fra;E;2;654;120;220;654;120;265;45;11686;-936;120,2200002;120,265195
Kat;Gun;E;;152;120;225;152;120;455;230;20948;-498;120,225;120,455
Skrt;Brö;E;;327;120;243;327;120;439;196;9150;438;120,243287;120,439242
Fra;Fra;E;2;654;120;265;654;120;421;156;11686;-936;120,265195;120,4207
Nät;Gua;E;;943;120;281;943;120;432;151;14734;-604;120,28134;120,43219
Smu;Lrd;E;;742;120;347;742;120;727;380;12396;1003;120,347;120,727
Bg;Bg;;1;832;120;359;832;120;392;33;13872;800;120,3592;120,3924
Dt;Dt;U;2;349;120;399;349;120;473;74;17306;-13000;120,399;120,473
Lme;Grm;E;;721;120;414;721;120;446;32;24132;-99000;120,41415;120,4458447
Håp;Håp;E1;1;653;120;425;653;120;732;307;26470;-294;120,42499;120,732
Skrt;Brö;E;;327;120;459;327;120;734;275;9151;440;120,459242;120,734026
Nkr;Mos;E;;161;120;470;161;120;857;387;2138;510;120,47;120,857
Tlg;Rv;E;;331;120;572;331;120;746;174;6025;570;120,5720001;120,7460002
Kat;Gun;E;;152;120;640;152;120;826;186;20949;492;120,64;120,826
Sde;Spn;N;;414;120;649;414;121;22;371;28051;-1789;120,6487033;121,0221511
Sde;Spn;U;;414;120;649;414;121;22;372;7157;-1793;120,649;121,022
Rke;Kör;E;;490;120;673;490;120;967;293;27435;605;120,6734077;120,9668356
Nät;Gua;E;;943;120;733;943;121;19;285;14735;500;120,7333;121,019373
Skrt;Brö;E;;327;120;754;327;121;5;252;35937;455;120,754026;121,004999
Ist;Sl;E;;431;120;917;431;121;28;112;22473;623;120,917;121,0280468
Hly;Hly;E;2;235;121;26;235;121;33;7;33093;99000;121,026133;121,032858
Nkr;Mos;E;;161;121;85;161;121;400;315;2139;-498;121,085;121,4
Rft;Sdr;E;;732;121;99;732;121;357;258;12831;-776;121,099301;121,357301
Dt;Dt;N;1;349;121;130;349;121;333;203;17336;2950;121,13;121,33301
Dt;Dt;U;2;349;121;143;349;121;333;190;17307;2950;121,143;121,33301
Dl;Hlv;E;;621;121;169;621;121;239;70;10491;-576;121,1690001;121,2390001
Ist;Sl;E;;431;121;190;431;121;244;54;22474;-932;121,1900468;121,2439839
Tlg;Rv;E;;331;121;230;331;121;265;35;6026;615;121,23;121,265
Kat;Gun;E;;152;121;276;152;121;362;86;1865;485;121,276;121,3619999
Dt;Kbä;N;;349;121;333;349;121;367;34;17336;2950;121,33301;121,367
Dt;Kbä;U;;349;121;333;349;121;380;47;17307;2950;121,33301;121,38
Lme;Grm;E;;721;121;371;721;121;407;36;24133;-99000;121,3711748;121,40725
Uf;Löb;E;;261;121;376;261;121;873;497;2860;-786;121,376;121,873
He;Bp;N;;627;121;380;627;121;786;406;21429;2004,5;121,380259;121,78587
He;Bp;U;;627;121;380;627;121;784;404;21422;2000;121,380271;121,784494
Skrt;Brö;E;;327;121;389;327;121;426;38;9152;-613;121,388513;121,426337
Sde;Spn;U;;414;121;422;414;121;974;552;7158;2045;121,422;121,9739999
Sde;Spn;N;;414;121;422;414;121;975;553;28052;2050;121,4221511;121,9751091
Smu;Lrd;E;;742;121;501;742;121;562;61;12397;-1003;121,501;121,562
Tlg;Rv;E;;331;121;556;331;121;775;219;6027;-398;121,556;121,775
Kat;Gun;E;;152;121;630;152;121;820;190;1866;-379;121,63;121,8199999
Hly;Hly;E;2;235;121;632;235;121;668;35;4495;1269;121,632309;121,667679
Nät;Gua;E;;943;121;635;943;122;159;526;14736;1172;121,635416;122,159103
Bg;Oh;E;;833;121;646;833;121;862;216;13874;760;121,646;121,862
Ist;Sl;E;;431;121;727;431;121;785;58;22475;1060;121,727157;121,7848503
Hf;Hf;E1;2;832;121;767;832;121;789;23;24564;-480;121,7665;121,78909
Nkr;Mos;E;;161;121;820;161;121;930;110;34942;1000;121,82;121,93
Hf;Hf;E1;2;832;121;829;832;121;967;138;24565;-1500;121,82909;121,96713
Dl;Hlv;E;;621;121;927;621;122;174;247;10492;-549;121,9270001;122,174
Lme;Grm;E;;721;121;929;721;121;976;46;24134;99000;121,9293672;121,9755
Skrt;Brö;E;;327;122;3;327;122;627;624;9153;-582;122,002743;122,62708
Nkr;Mos;E;;161;122;66;161;122;414;348;2141;-397;122,066;122,414
Tlg;Rv;E;;331;122;68;331;122;119;51;6028;482;122,068;122,119
Dt;Kbä;U;;349;122;84;349;122;871;787;17308;3200;122,083728;122,871206
Dt;Kbä;N;;349;122;89;349;122;875;786;17323;3200;122,089;122,875
Rke;Kör;E;;490;122;137;490;122;535;398;27436;-1470;122,1369101;122,5347307
Hly;Tdj;E;;235;122;190;235;122;348;158;4496;-589;122,189658;122,347567
He;Bp;N;;627;122;276;627;123;24;748;21430;-1500;122,275891;123,02367
He;Bp;U;;627;122;276;627;123;24;751;21423;-1504,5;122,275896;123,024221
Nät;Gua;E;;943;122;278;943;122;564;286;14737;535;122,278103;122,564458
Bg;Oh;E;;833;122;463;833;122;660;197;13875;-1142;122,463;122,66
Uf;Löb;E;;261;122;508;261;122;854;346;2861;989;122,508;122,854
Lme;Grm;E;;721;122;520;721;122;842;321;24135;3058;122,5204473;122,8416328
Fra;Ffl;E;;654;122;539;654;122;843;304;11687;726;122,5392;122,8430718
Tlg;Rv;E;;331;122;577;331;122;870;293;6029;-386;122,577;122,87
Kat;Gun;E;;152;122;595;152;122;691;96;20950;-600;122,5950001;122,691
Sde;Spn;U;;414;122;668;414;122;989;321;7159;-2054;122,668;122,989
Sde;Spn;N;;414;122;668;414;122;988;320;28053;-2050;122,6684194;122,9883703
Nkr;Mos;E;;161;122;700;161;122;820;120;34943;1000;122,7;122,82
Ist;Sl;E;;431;122;736;431;122;781;44;22476;-50000;122,7361571;122,7805156
Hly;Tdj;E;;235;122;767;235;122;894;127;4497;-940;122,767151;122,894341
Kat;Gun;E;;152;122;858;152;123;129;268;20951;600;122,8580001;123,129
Nät;Gua;E;;943;122;861;943;123;217;355;14738;-447;122,861458;123,217313
Dl;Hlv;E;;621;122;864;621;123;333;467;10493;573;122,864;123,3328999
Nkr;Mos;E;;161;122;880;161;123;80;201;34944;500;122,88;123,08
Skrt;Brö;E;;327;122;927;327;122;987;60;9154;-572;122,926976;122,987452
Ist;Sl;E;;431;122;936;431;122;977;41;22477;60000;122,9364299;122,9773839
Sdr;Sdr;;1;732;123;21;732;123;62;40;32075;-360;123,021471;123,061682
Hly;Tdj;E;;235;123;84;235;123;124;40;4498;650;123,083981;123,123708
Nkr;Mos;E;;161;123;150;161;123;184;34;34945;-1000;123,15;123,18399
Dt;Kbä;U;;349;123;175;349;123;259;84;17309;-9000;123,175;123,259
Dt;Kbä;N;;349;123;180;349;123;260;80;17324;-9004,5;123,18;123,26
Mos;Mos;E;2;161;123;184;161;123;260;76;34945;-1000;123,1839907;123,26
Sdr;Sdr;;1;732;123;190;732;123;223;33;32076;850;123,189721;123,222942
Mos;Mos;E;2;161;123;340;161;123;486;146;34946;-500;123,34;123,486
Skrt;Brö;E;;327;123;346;327;123;633;287;9155;352;123,345547;123,632781
Sdr;Sdr;E;2;732;123;447;732;123;567;120;12832;-537;123,446648;123,566987
Uf;Löb;E;;261;123;478;261;124;143;664;2862;894;123,478;124,143
Mos;Mos;E;2;161;123;486;161;123;590;104;34947;-1000;123,486;123,5901657
Sde;Spn;U;;414;123;507;414;123;526;19;24011;-99999;123,507;123,526
Sde;Spn;N;;414;123;512;414;123;576;64;28054;-4304;123,5116259;123,5755975
Ist;Sl;E;;431;123;557;431;123;597;40;22478;100000;123,5571674;123,5971797
Dt;Kbä;U;;349;123;559;349;124;166;608;17311;3030;123,559;124,166
Dt;Kbä;N;;349;123;560;349;124;154;594;17325;2980;123,56;124,154
Hly;Tdj;E;;235;123;569;235;123;607;39;4499;-611;123,568524;123,607158
Nät;Gua;E;;943;123;572;943;123;664;92;14739;603;123,5721;123,66379
Bg;Oh;E;;833;123;573;833;123;900;327;13876;-816;123,573;123,9
Mos;Mos;E;2;161;123;590;161;123;632;42;34947;-1000;123,5901657;123,632
He;Bp;N;;627;123;594;627;124;101;507;21431;2004,5;123,59367;124,100761
He;Bp;U;;627;123;594;627;124;100;505;21424;2000;123,594221;124,100296
Lme;Grm;E;;721;123;620;721;123;651;31;24136;-99000;123,620377;123,6513613
Mos;Mos;E;2;161;123;632;161;123;780;148;34948;-500;123,632;123,78
Skrt;Brö;E;;327;123;653;327;123;840;187;9156;338;123,652781;123,84004
Sde;Spn;N;;414;123;670;414;123;754;84;28055;4800;123,6695975;123,7540536
Tlg;Rv;E;;331;123;704;331;124;37;333;6030;2465;123,704;124,037
Rke;Kör;E;;490;123;735;490;123;909;175;27437;1390;123,7348298;123,9094689
Smu;Lrd;E;;742;123;744;742;123;808;64;12398;-7061;123,744;123,808
Hly;Tdj;E;;235;123;822;235;123;943;121;4500;593;123,822158;123,94286
Dl;Hlv;E;;621;123;845;621;124;101;257;10494;-553;123,8448999;124,1012998
Mos;Mos;E;2;161;123;878;161;123;895;17;2143;-1000;123,878;123,8950098
Fra;Ffl;E;;654;123;886;654;123;962;76;11688;291;123,886;123,962
Mos;Päb;E;;161;123;895;161;123;981;86;2143;-1000;123,8950098;123,981
Sde;Spn;N;;414;123;981;414;124;254;276;28056;7140;123,9810183;124,2543707
Ist;Sl;E;;431;124;115;431;124;392;276;22479;-1172;124,1154078;124,3916332
Mos;Päb;E;;161;124;150;161;124;519;369;2144;400;124,15;124,519
Skrt;Brö;E;;327;124;156;327;124;899;743;9157;-445;124,156018;124,8988
Hly;Tdj;E;;235;124;163;235;124;808;645;4501;-1203;124,16251;124,807744
Sde;Spn;U;;414;124;168;414;124;275;107;7160;3738;124,1680005;124,2750005
Lme;Grm;E;;721;124;263;721;124;313;50;24137;-40000;124,2625244;124,3125264
Dl;Hlv;E;;621;124;301;621;124;449;148;10495;587;124,3013;124,4493
Smu;Lrd;E;;742;124;313;742;124;558;245;12399;-5335;124,313;124,558
Fra;Ffl;E;;654;124;320;654;124;508;188;11689;-421;124,3199;124,5079
Uf;Löb;E;;261;124;372;261;124;767;395;2863;-3004;124,372;124,767
Lme;Grm;E;;721;124;430;721;124;640;210;24138;2293;124,429718;124,640014
Gua;Gua;E;53;823;124;459;823;124;936;477;14740;299,5;124,45919;124,936227
Kat;Gun;E;;152;124;499;152;124;721;222;20952;806;124,499;124,721
Fra;Ffl;E;;654;124;590;654;124;665;75;11690;267;124,5899;124,6649
Tlg;Rv;E;;331;124;639;331;124;881;242;6031;-669;124,639;124,881
Sdr;Sph;E;;732;124;673;732;124;734;61;12833;1038;124,673;124,734
Lme;Grm;E;;721;124;681;721;124;683;2;24139;1733;124,681014;124,6834521
Grm;Grm;E;;721;124;683;721;124;819;136;24139;1733;124,6834521;124,819441
Fra;Ffl;E;;654;124;750;654;124;800;50;11691;-267;124,7499;124,7999
Fra;Ffl;E;;654;124;830;654;124;850;20;11692;-223;124,8299;124,8499
Mos;Päb;E;;161;124;841;161;125;47;207;2145;-400;124,841;125,047
Fra;Ffl;E;;654;124;870;654;124;945;75;11693;-284;124,8699;124,9449
Bg;Oh;E;;833;124;920;833;125;55;136;13877;748;124,92;125,0551001
Kat;Gun;E;;152;124;932;152;125;216;283;20953;-1000;124,932;125,216
Dl;Hlv;E;;621;124;966;621;125;404;437;10496;-466;124,9662998;125,4042002
Hly;Tdj;E;;235;124;980;235;125;40;62;33094;1096;124,979765;125,040409
Smu;Lrd;E;;742;125;18;742;125;512;494;12400;-1004;125,018301;125,512301
Fra;Ffl;E;;654;125;40;654;125;69;29;11694;271;125,0399001;125,0689004
Gua;Gua;E;53;823;125;52;823;125;154;102;24494;-305;125,052229;125,154322
Tlg;Rv;E;;331;125;90;331;125;226;136;6032;474;125,09;125,226
He;Bp;N;;627;125;130;627;126;326;1199;23457;1604;125,129672;126,326086
He;Bp;U;;627;125;133;627;126;325;1192;21425;1599;125,132611;126,324577
Skrt;Brö;E;;327;125;157;327;125;484;326;9158;589;125,157224;125,483625
Grm;Grm;;2;721;125;161;721;125;162;2;33378;800;125,160522;125,162092
Ist;Sl;E;;431;125;161;431;125;585;425;22480;1470;125,1605305;125,5853542
Rke;Kör;E;;490;125;212;490;125;281;69;27438;-99000;125,2124813;125,2812895
Uf;Löb;E;;261;125;217;261;125;715;498;2864;-595;125,217;125,715
Gua;Gua;E;53;823;125;299;823;125;377;78;14742;368;125,298721;125,376714
Fra;Ffl;E;;654;125;399;654;125;619;220;11695;884;125,3989;125,6189
Gua;Gua;E;53;823;125;401;823;125;421;20;30193;483;125,400714;125,420908
Dl;Hlv;E;;621;125;520;621;125;547;27;10497;-2738;125,5201997;125,5471997
Dl;Hlv;E;;621;125;586;621;125;675;89;10498;-1215;125,5861997;125,6751997
Grm;Het;E;;721;125;724;721;126;325;602;24140;2996;125,7242;126,3249939
Bg;Oh;E;;833;125;735;833;125;881;146;13878;-783;125,735;125,881
Hlv;Hlv;E;;621;125;759;621;125;790;31;10499;1136;125,7591997;125,7901997
Kat;Gun;E;;152;125;795;152;126;102;304;1867;-1923;125,795;126,102
Rke;Kör;E;;490;126;113;490;126;147;34;27439;99000;126,1130242;126,1474626
Uf;Löb;E;;261;126;162;261;126;306;144;2865;966;126,162;126,306
Hlv;Rbh;E;;621;126;171;621;126;548;377;10500;479;126,1711997;126,5481997
Tlg;Rv;E;;331;126;247;331;126;379;132;6033;484;126,247;126,379
Sdr;Sph;E;;732;126;290;732;126;320;30;12834;940;126,29;126,32
Mos;Päb;E;;161;126;330;161;126;490;160;34949;1000;126,33;126,49
Dt;Kbä;N;;349;126;332;349;126;562;230;17327;-3206;126,332;126,562
Dt;Kbä;U;;349;126;332;349;126;624;292;17314;-3200;126,332;126,624
Spn;Spn;U;2;414;126;375;414;126;435;60;7161;1335;126,375;126,4350001
Spn;Spn;N;1;414;126;375;414;126;436;61;28057;1340;126,3750858;126,4362342
Brö;Keb;E;;327;126;460;327;126;745;285;9159;436;126,460426;126,74499
Ist;Sl;E;;431;126;508;431;126;807;299;22481;585;126,508443;126,8072166
Hly;Tdj;E;;235;126;732;235;127;35;303;4502;1300;126,732236;127,034936
He;Bp;U;;627;126;743;627;127;515;773;21426;-1604,3;126,742577;127,515166
He;Bp;N;;627;126;743;627;127;515;772;23458;-1600;126,743086;127,514588
Keb;Keb;E;1;327;126;745;327;126;760;15;9159;436;126,74499;126,759743
Bg;Oh;E;;833;126;765;833;126;930;165;13879;791;126,765;126,93
Ffl;Nosk;E;;654;126;820;654;126;930;110;11696;-1280;126,82;126,93
Mos;Päb;E;;161;126;880;161;127;170;290;34950;-1000;126,88;127,17
Tlg;Rv;E;;331;126;899;331;126;941;42;6034;711;126,899;126,941
Hlv;Rbh;E;;621;126;900;621;127;546;646;10501;-1079;126,9001997;127,546
Sdr;Sph;E;;732;126;901;732;126;948;47;12835;-595;126,901;126,948
Smu;Lrd;E;;742;126;908;742;127;94;185;12401;4494;126,908;127,0938
Dt;Kbä;U;;349;126;968;349;126;990;22;17316;10000;126,968;126,9899902
Rke;Kör;E;;490;126;972;490;127;26;53;27440;-5290;126,9716285;127,0264504
Kbä;Kbä;U;2;349;126;990;349;127;82;92;17316;10000;126,9899902;127,082
Keb;Keb;;2;327;127;40;327;127;71;31;39615;900;127,040451;127,070998
Keb;Keb;;2;327;127;111;327;127;452;341;39616;-866,4;127,110998;127,451531
Keb;Keb;E;1;327;127;158;327;127;454;296;9160;-871;127,157874;127,45371
Tlg;Rv;E;;331;127;173;331;127;404;231;6035;-8292;127,173;127,404
Kbä;Kbä;;m;349;127;223;349;127;249;27;34376;-760;127,2225447;127,249223
Sl;Sl;E;1;431;127;236;431;127;316;80;22482;-3000;127,2361205;127,3157142
Ffl;Nosk;E;;654;127;270;654;127;450;180;11697;1545;127,27;127,45
Kbä;Kbä;;m;349;127;295;349;127;315;20;34377;1080;127,294912;127,3152837
Kbä;Kbä;;m;349;127;315;349;127;333;18;34377;1080;127,3152837;127,333303
Sl;Sl;E;1;431;127;380;431;127;427;47;22483;1800;127,3797141;127,4270153
Hly;Tdj;E;;235;127;491;235;127;542;51;17043;886;127,491149;127,542229
Sl;Sl;;3;431;127;500;431;127;545;46;17919;-1425;127,4996;127,5454
Rke;Kör;E;;490;127;501;490;128;16;517;27441;-3028;127,500567;128,0159516
Spn;K;U;;414;127;579;414;127;733;154;7162;-1654;127,579222;127,733285
